elementName,score,nbOfSongs
"Trials Fusion","996.1428571428571",14
"Bloodshed","996.1428571428571",7
"Guardian Heroes","996.1428571428571",7
"Resident Evil: The Darkside Chronicles","996.1428571428571",7
"Chronophobe","996.1428571428571",7
"100% Orange Juice","996.1428571428571",7
"BlazBlue: Continuum Shift","996.1428571428571",7
"Power Supply","996.1428571428571",7
"7bit date: robot love","996.1428571428571",7
"The Legend of Dragoon","996.0625",16
"Double Dragon III: The Sacred Stones","996.0625",16
"Adventure Island 2","996",9
"Apex 2015: This Is the Moment","996",9
"business pastel","996",9
"BRA★BRA FINAL FANTASY BRASS de BRAVO","996",9
"F-Zero: Boost Power!","996",9
"Nights of Azure","996",9
"Harvest Moon: Back To Nature","996",9
"Golden Sun: A World Reignited","995.9354838709677",31
"IDKFA - Doom Soundtrack","995.9090909090909",11
"Bootleg: Indie Games Concert 2013","995.9090909090909",11
"The Legend of Zelda: Ocarina of Time Hyrule Symphony","995.9090909090909",11
"Tales of Zestiria","995.9090909090909",11
"LOVE 2: kuso","995.8461538461538",13
"LOSER: A Sega Genesis Tribute","995.8461538461538",13
"The Secret of Monkey Island","995.8",15
"Sonic CD: Temporal Duality","995.8",30
"Metal Max","995.8",15
"Lost Odyssey","995.8",15
"Fire Emblem: Path of Radiance","995.7647058823529",17
"Hollow Knight: Voidheart","995.7142857142857",21
"Luigi's Mansion","995.5",4
"Snake Rattle 'N Roll","995.5",4
"Sonic 3 & Knuckles: Project Chaos","995.5",30
"Bionic Commando Rearmed 2","995.5",10
"Halo: Combat Evolved","995.5",14
"Sengoku Basara 3","995.5",14
"Monkey Island 2: LeChuck's Revenge: Special Edition","995.5",4
"New Ghostbusters II","995.5",4
"Dragon Quest IV","995.5",8
"FX4","995.5",8
"Bases Loaded (GB)","995.5",4
"The Light Corridor","995.5",6
"Myst","995.5",4
"Go West! A Lucky Luke Adventure","995.5",4
"Contra 4","995.5",10
"ActRaiser Symphonic","995.5",6
"Puzzlejuice","995.5",4
"Tatsunoko vs. Capcom","995.5",10
"Sky Shark","995.5",4
"Duke Nukem: Total Meltdown","995.5",4
"Super Robot Wars Compact 2","995.5",12
"The Legend of the Mystical Ninja","995.5",2
"Synth Fighters","995.5",18
"Pyre","995.5",6
"Dragon Quest VII Symphonic","995.5",16
"Snowboard Kids","995.5",8
"League of Legends","995.5",10
"Romancing SaGa 3","995.5",10
"Xenogears Light","995.5",18
"[ Dimensions ]","995.5",4
"Benkei Gaiden","995.5",6
"New Super Mario Bros. Wii","995.5",12
"Bugs Bunny in Crazy Castle 4","995.5",6
"Castlevania: The Eternal Legacy (Vol. 1: 1986 - 1996)","995.5",14
"Snowtopia","995.5",8
"Battletoads (GB)","995.5",6
"The Sims Medieval","995.5",6
"Metal Gear Solid: Portable Ops","995.5",4
"Aquarium Park","995.5",2
"Wario Blast: Featuring Bomberman!","995.5",6
"The Smurfs","995.5",8
"Songs From Beyond the Warp Zone","995.5",6
"Metal Gear Red Disc Compilation","995.5",2
"release EP","995.5",8
"Helltaker","995.5",4
"Rudra no Hihou","995.5",14
"Impeccable Micro","995.5",6
"Balance","995.5",4
"Professor Layton and the Diabolical Box","995.5",6
"Digital Devil Saga 2","995.5",10
"Herzog Zwei","995.5",4
"Thai Guy","995.5",6
"Backloggery","995.5",2
"Octopath Traveler II","995.5",2
"MUSCLE SPARK","995.2",15
"I Am Setsuna","995.2",15
"Lufia & the Fortress of Doom","995.1538461538462",13
"Eat People","995.1538461538462",13
"MEGALOMANIA","995.1538461538462",13
"Huntress","995.1538461538462",13
"The King of Fighters XIII","995.1538461538462",13
"Snake's Revenge","995.0909090909091",11
"Super Mario Galaxy 2","995.0909090909091",11
"SQUARE ENIX JAZZ Vol.2","995.0909090909091",11
"Adventure Time: Explore The Dungeon Because I Don't Know!","995.0909090909091",11
"THE OTHER SIDE","995.0909090909091",11
"20XX","995.0909090909091",11
"Adventure Time: The Secret of the Nameless Kingdom","995",9
"Melty Blood: Actress Again","995",9
"Knight Arms: The Hyblid Framer","995",9
"BLUESCREEN","995",9
"Shining Wind","995",9
"Comic Book Music Vol. 1","995",9
"Piano Collections FINAL FANTASY CRYSTAL CHRONICLES","995",9
"Tyrian","995",9
"Eat People 2","995",9
"Metal Gear 2: Solid Snake","995",9
"papillons","994.9375",16
"Fantasy Zone","994.8571428571429",7
"Sonic CD Japan","994.8571428571429",21
"Giana Sisters DS","994.8571428571429",7
"Final Fantasy XV","994.8571428571429",7
"Muramasa: The Demon Blade Arrange","994.8571428571429",14
"Slap City","994.8571428571429",7
"Strike the Earth! Shovel Knight Arranged","994.8571428571429",14
"EtlanZ Best Collection Series Vol. 16 Ever Green ~Tapestry of Mana and Time~","994.8571428571429",7
"There Came an Echo","994.8571428571429",14
"Dragon Ball FighterZ","994.8571428571429",7
"Outlaws","994.8571428571429",7
"Nine","994.8571428571429",7
"Solatorobo","994.8571428571429",7
"Night Striker","994.8571428571429",7
"Alberto F------ González","994.75",12
"Muramasa: The Demon Blade","994.75",12
"Mabinogi","994.7058823529412",17
"Okami Retro Version","994.6",10
"Boss Beats","994.6",5
"Akumajou Special: Boku Dracula Kun","994.6",10
"Looney Tunes Collector: Alert!","994.6",5
"Last Ninja Remix","994.6",5
"Darkman","994.6",5
"Jet Moto","994.6",5
"Alter Ego","994.6",5
"The Smurfs' Nightmare","994.6",10
"Mega Man 9 Arrange Soundtrack","994.6",15
"NASCAR Arcade","994.6",5
"Flashback: The Quest for Identity","994.6",5
"operat0r","994.6",10
".hack//G.U.","994.6",10
"Final Fantasy VII/VIII/IX Piano Opera","994.6",10
"Phoenix Wright Piano Album","994.6",15
"SQUARE ENIX ACOUSTIC ARRANGEMENTS","994.6",10
"Strings of Fate","994.6",5
"Little Busters!","994.6",10
"Star Fox 64","994.6",5
"Perfect Selection: Dracula Battle","994.6",5
"Time's End: Majora's Mask Remixed","994.6",5
"Monster Boy and the Cursed Kingdom","994.5",18
"Arcus II -Silent Symphony-","994.4615384615385",13
"color wheel","994.375",8
"TwinBee 3: Poko Poko Daimaō","994.375",8
"Ragnarök Online : Hybridism","994.375",8
"NiGHTS: Lucid Dreaming","994.375",24
"Maybe We're The Same","994.375",8
"Hedgehog Orchestral Suite","994.375",8
"Spyro Remixed: Music from \"Spyro The Dragon\"","994.375",8
"Melty Blood: Act Cadenza","994.375",8
"The Legend of Xanadu Arrange Album KLEENE","994.375",16
"Marvel vs. Capcom 3","994.3333333333334",27
"La-Mulana","994.3157894736842",19
"Lunar: Sanpo-suru Gakuen","994.2727272727273",11
"Atlantica Online","994.2727272727273",11
"Fortune Street","994.2727272727273",11
"Rhythm'n'Bits","994.2727272727273",11
"Rokko Chan","994.2142857142857",14
"The Scheme","994.2142857142857",14
"SaGa Frontier II","994.2142857142857",14
"Mickey's Speedway USA","994.1764705882352",17
"The Guardian Legend","994.15",20
"Kirby's Block Ball","994",18
"Chiptuned Rockman","994",12
"Sonic Colors","994",21
"Romancing SaGa: Minstrel Song","994",15
"Crystal Hammer","994",3
"Pokémon: The Missingno Tracks","994",24
"Finding Paradise","994",6
"Intergalactic Continuum","994",9
"Tetris Attack (GB)","994",3
"Street Fighter VS Street Musician","994",6
"The Legend of Xanadu Super Arrange Version","994",9
"Tales of Legendia","994",12
"Touhou Koumakyou: The Embodiment of Scarlet Devil","994",6
"Resident Evil Orchestra","994",3
"Sparked A War","994",3
"Astebreed","994",6
"Black Mesa","994",6
"Hack 'n' Slash","994",6
"Sol-Feace","994",6
"Space Invaders Extreme","994",6
"Final Fantasy Remix","994",9
"BlazBlue: Cross Tag Battle","994",3
"Sega Rally 2006","994",12
"Fly on a Dog","994",3
"Street Fighter EX Plus Alpha","994",6
"Gradius IV","994",6
"Unreal Tournament 2004","994",3
"Aquaria","993.8125",16
"Ace Combat 04","993.8125",16
"Fire Emblem: Genealogy of the Holy War","993.7692307692307",13
"Asterix & Obelix","993.7692307692307",13
"Ragnarok Online Piano Arrange","993.7692307692307",13
"Home Computer","993.7692307692307",13
"7th Dragon Super Arrange Version","993.7692307692307",13
"Mario Sports Mix","993.7",10
"Al Unser Jr. Turbo Racing","993.7",10
"Down Right Heavy","993.7",10
"Final Fantasy XII","993.6666666666666",27
"Final Fantasy IV: Echoes of Betrayal, Light of Redemption","993.6470588235294",34
"Shining Force Cross Raid","993.6470588235294",17
"Little Samson","993.5714285714286",7
"SpaceChem","993.5714285714286",7
"Shenmue Orchestra Version","993.5714285714286",7
"The Krion Conquest","993.5714285714286",7
"Minecraft","993.5714285714286",14
"Yooka-Laylee and the Impossible Lair","993.5714285714286",21
"Danse Macabre 5","993.5714285714286",7
"The King of Fighters '98: Dream Match Never Ends","993.5714285714286",7
"Space Age","993.5",18
"Zone of the Enders: The 2nd Runner","993.4545454545455",11
"Hoenn Summer (Music from \"Pokémon Ruby and Sapphire\")","993.4545454545455",11
"GoldenEye: Source","993.4545454545455",11
"Cor Metallicum","993.4545454545455",11
"Secret of Mana Genesis / Seiken Densetsu 2 Arrange Album","993.4545454545455",11
"Dragon Quest VIII","993.4545454545455",11
"Crash Bandicoot","993.4545454545455",11
"Maiden Voyage: A Star Ocean Tribute","993.4",15
"After Burner II (NES)","993.25",4
"Mutant Mudds","993.25",8
"Metal Slug 5","993.25",4
"RADIATA STORIES Arrange Album","993.25",8
"Shin Onigashima","993.25",8
"Extreme Road Trip 2","993.25",4
"Out of the Ashes - Sound of The Sonic Stadium '14","993.25",16
"Relatives","993.25",8
"Re:Birth II / Romancing SaGa Battle Arrange -Ren-","993.25",8
"Yooka-Laylee","993.25",12
"NBA Jam","993.25",4
"Famicom Grand Prix II: 3D Hot Rally","993.25",4
"Mega Man 9: Back in Blue","993.25",16
"Mega Beardo: A Mega Man 2 Guitar Tribute","993.25",12
"Samurai Shodown","993.25",12
"Mana Khemia 2","993.25",4
"eXceed 2nd","993.25",8
"Abrickadabra","993.25",4
"Megami Ibunroku Persona Arrange Album","993.25",4
"Streets of Rogue","993.25",4
"Street Racer","993.25",4
"Flower Town","993.25",4
"LittleBigPlanet","993.25",4
"Super Bomberman","993.25",4
"SEGA RALLY CHAMPIONSHIP 1995 -New Century Arrange Album-","993.25",4
"Synths of Rage","993.1428571428571",21
"Knights in the Nightmare","993.1428571428571",21
"Battle Kid 2: Mountain of Torment","993.0769230769231",13
"Sonic Paradox Remix Shorts","993.0769230769231",13
"Spyro 2: Ripto's Rage!","993.0769230769231",13
"The Very Best Of SEGA","993.0769230769231",13
"Sengoku Basara 2","993.0769230769231",13
"Hexyz Force","993.0454545454545",22
"Alter Ego Dreamwalker","993",9
"Dragon Quest III Symphonic","993",9
"Zelda Remixed","993",9
"Paper Mario: Sticker Star","993",18
"Cocoron","993",9
"Fate/Extella Link","993",9
"Mega Man 5","992.8",20
"Big Nose the Caveman","992.8",5
"Age of Wonders II","992.8",5
"Riviera: The Promised Land (GBA)","992.8",5
"Super Glove Ball","992.8",5
"Wai Wai World 2","992.8",10
"Perfect Dark Zero","992.8",5
"Guilty Gear Petit","992.8",5
"PANDAHAT","992.8",5
"Radiant Silvergun","992.8",5
"Spectral Gene","992.8",5
"Rubicon","992.8",5
"Elite Six","992.8",5
"World 1-2","992.8",15
"Famicom 20th Anniversary","992.8",5
"The Witch and the Hundred Knight Arrange Sound Track","992.8",10
"Half-Life","992.8",5
"Cyber Spin","992.8",5
"Kisou Ryouhei Gunhound","992.8",5
"Mario & Chill","992.6363636363636",11
"Magical Chase","992.6363636363636",11
"Ratchet: Deadlocked","992.6363636363636",11
"Summoning of Spirits: An Arrangement of Music from Tales of Phantasia and Tales of Symphonia","992.6229508196722",61
"Double Dragon II: The Revenge","992.5882352941177",17
"Paths Less Travelled: Terranigma","992.551724137931",29
"Radical Dreamers: Nusumenai Houseki","992.5",12
"Mischief Makers","992.5",6
"Maniac Mansion","992.5",6
"Pokémon Super Mystery Dungeon","992.5",6
"Professor Layton and the Unwound Future","992.5",6
"Ratchet & Clank: Going Commando","992.5",12
"Retro Remix Revue Vol. 1","992.5",12
"Eat People 3","992.5",12
"Frog Fractions 2","992.5",12
"Mario Tennis: Power Tour","992.5",6
"A Sleeping Destiny","992.421052631579",19
"Otomedius Excellent","992.3846153846154",13
"Mega Man X4","992.35",20
"Erik the Viking","992.2857142857143",7
"Ultinous - A Soundtrack of Petty Revenge","992.2857142857143",7
"Disgaea 5: Alliance of Vengeance Arrange","992.2857142857143",7
"Monster Sanctuary","992.2857142857143",7
"Tokyo Mono Hara Shi Karasu no Mori Gakuen Kitan Gakusou","992.2857142857143",7
"Dragon Saber: After Story of Dragon Spirit","992.2857142857143",7
"Wii Fit","992.2857142857143",7
"Minibosses EP","992.2857142857143",7
"Megami Tensei I-II Arrange Album","992.2857142857143",7
"Jackie Chan's Action Kung Fu","992.2857142857143",7
"Sands of Destruction","992.2857142857143",7
"Can You Play Pokémon?","992.2857142857143",7
"Blood of Bahamut","992.2857142857143",7
"Shining the Holy Ark","992.2",15
"Otomedius G","992.2",15
"Cytus","992.2",15
"SaGa Orchestra Concert 2016","992.2",15
"Daydreams and Dragon Kings","992.125",8
"Crash Bandicoot: The N. Sane Jam","992.125",8
"Spectral Souls","992.125",8
"Nostalgia Canon","992.125",8
"Infinite Undiscovery","992.125",8
"U.N. Squadron","992.125",8
"Super Panda Adventures","992.125",8
"Everhood","992.125",8
"Aion","992.125",8
"Lime of the Season","992.0588235294117",17
"Wizards & Warriors","992",9
"Puyo Puyo!! 20th Anniversary","992",9
"Mario Party 9","992",9
"Monster Hunter 10th Anniversary Compilation Album [Tribute]","992",9
"River City Ransom","991.9",10
"Etrian Odyssey III Super Arrange Version","991.9",10
"Evoland II","991.9",20
"Fury of the Furries","991.9",10
"DESTINY 8 - SaGa Band Arrangement Album","991.9",10
"Speck","991.9",10
"Arc the Lad: Twilight of the Spirits","991.9",10
"Valkyrie Profile","991.8181818181819",11
"ROCKMAN.EXE 15th ARRANGE BEST TRACK","991.8181818181819",11
"Sonic Advance 2","991.8181818181819",11
"Album 2 - Choose Your Character!","991.8181818181819",11
"Starbound","991.75",12
"Final Fantasy II: Rebellion","991.6923076923077",13
"Tales of Graces","991.6923076923077",13
"Destiny of an Emperor","991.6428571428571",14
"Distant Memories Once Lost (Dark Reflections)","991.6428571428571",14
"Fire Emblem: Radiant Dawn","991.6428571428571",14
"Meteocrity Vol. 1","991.6428571428571",14
"Terranigma","991.5294117647059",17
"9999","991",29
"Candy Corn","991",5
"Star Fox","991",17
"Riviera: The Promised Land","991",17
"The Ninja Warriors","991",3
"Deflektor","991",7
"Dragon Quest Symphonic","991",7
"Shin Megami Tensei IV","991",14
"Mission: Impossible","991",8
"Dominator","991",3
"Match Girl","991",5
"Ghost Sweeper Mikami","991",5
"Fairune","991",4
"7th Dragon","991",8
"Rockman & Forte: Mirai Kara no Chousensha","991",3
"Blue Dragon","991",9
"Flying Warriors","991",4
"The Smurfs (NES)","991",6
"Lord of Vermilion","991",11
"Winning Shot","991",7
"Gemfire","991",5
"Pony Island","991",5
"The Legend of Zelda: Tri Force Heroes","991",11
"HalloWIN","991",9
"The Sound of Kirby Café 2","991",14
"Zero Divide","991",6
"Mega Man 11","991",10
"Need for Speed: Most Wanted","991",4
"Max Effect","991",6
"Metroid Arrange 25th Anniversary Album","991",10
"Persona 4 Arena Arrange","991",6
"Dead or Alive","991",7
"Henry Hatsworth in the Puzzling Adventure","991",6
"3D Dot Game Heroes","991",14
"Metal Gear (MSX)","991",5
"TV Muzik","991",11
"Ys 6 - The Return","991",9
"Izuna","991",8
"Nekketsu Kakutou Densetsu","991",6
"Dark Souls III","991",6
"Willow","991",7
"metamorphoses EP","991",5
"Ni no Kuni II: Revenant Kingdom","991",4
"Metal Trainer","991",6
"Learn With Pokémon: Typing Adventure","991",4
"Tribes: Ascend","991",5
"Hyper Princess Pitch","991",8
"7th Dragon III code:VFD","991",15
"Hoi","991",4
"Get in the Car, Loser!","991",6
"Black★Rock Shooter","991",8
"Pocky & Rocky","991",6
"The King of Fighters '97","991",5
"Front Mission 4","991",9
"Jumping Flash!","991",7
"Soukaigi","991",7
"Lost Eden","991",5
"Rockin' Sockin' Cinder Blockin' (A Concrete Man Remix EP)","991",6
"Everything You Know Is Wrong","991",6
"Resident Evil 3","991",4
"Sonic the Hedgehog 4: Episode I","991",2
"Entertainment System 64","991",7
"Gyromite","991",2
"Hermie Hopperhead: Scrap Panic","991",10
"Worldwide Soccer: Sega International Victory Goal Edition Japan","991",6
"Arc the Lad Piano Album","991",11
"Growlanser VI: Precarious World","991",5
"Crash Bandicoot: Warped","991",4
"SQUARE ENIX JAZZ -FINAL FANTASY-","991",11
"TowerFall Ascension","991",8
"Warpath","991",6
"ChipWINter Wilderness","991",6
"The Humans Are Coming: Volume 2","991",4
"Resurrection of the Night: Alucard's Elegy (Music from \"Castlevania: Symphony of the Night\")","991",8
"Hardspace: Shipbreaker","991",8
"Slayers X: Terminal Aftermath: Vengance of the Slayer","991",4
"Gradius Rebirth","991",8
"PuyoPuyo! 15th Anniversary","991",6
"Comix Zone","991",5
"SaGa 2: Goddess of Destiny","991",13
"Armored Core 4","991",5
"R3BORN","991",15
"Shining Tears","991",9
"Killer Instinct (GB)","991",2
"FX2","991",6
"M.C. Kids","991",4
"Magical Drop III","991",2
"The Witcher","991",7
"Moon: Remix RPG Adventure","991",5
"The Curse of Monkey Island","991",5
"Tengami","991",8
"MOTHER +LOVE","991",4
"Crash Bandicoot 2: Cortex Strikes Back","991",2
"La Pucelle ~Legend of the Holy Maiden of Light~ Arrange Soundtrack","991",12
"Robots LOVE Music","991",7
"Ori and the Will of the Wisps","991",4
"Trauma Center: New Blood","991",8
"POKÉP","991",4
"Lost Patrol","991",2
"One Man and His Droid","991",2
"Human Grand Prix III: F1 Triple Battle","991",4
"Mirror's Edge","991",2
"NINTENDO VS SEGA","991",3
"Druid II: Enlightenment","991",2
"Gears of War","991",2
"******s Don't Know Bout My Beeps","991",2
"Micro Machines","991",2
"Return All Robots!","990.64",25
"The Grand Maverick Remix Battle 2010","990.5714285714286",21
"Vampire Variations: Volume III","990.5714285714286",21
"RuneScape","990.4705882352941",17
"Skullgirls","990.4705882352941",17
"CheapBeats = WIN","990.4",15
"Yakuza 3","990.4",15
"Dragon Quest Wind Ensemble Part I","990.3076923076923",13
"Yakuza 4","990.3076923076923",13
"K.K. Setlist","990.25",12
"Hometown Heroes: Town Themes Arranged","990.25",12
"Super Time Force","990.25",12
"Shadowgate","990.1818181818181",11
"Age of Empires","990.1",10
"Enthusia Professional Racing","990.1",10
"Iridion 3D & II Arranged Perfect Selection","990.1",10
"VGMA Album Project 2006","990",9
"Genso Suikoden Music Collection ~Asian Collection~","990",9
"drammatica -The Very Best of Yoko Shimomura-","990",9
"Last Bible III","990",9
"Izuna 2","990",9
"Namco x Capcom","990",18
"The Wonderful 101","990",9
"Final Fantasy II: The Roses of Rebellion","990",9
"ch7.5","989.875",8
"Record of Rozen War","989.875",8
"Konzert im Versteck: Kakurega no Ensoukai ~Atelier Ryza Special Arrange CD~","989.875",16
"Rusty Hearts","989.875",16
"Cuttlefish (Re-Edit)","989.875",8
"GunGirl 2","989.7142857142857",7
"Paradise Killer","989.7142857142857",7
"Nemesis","989.7142857142857",7
"SEGAROCK VOL.01","989.7142857142857",7
"The Witch and the Hundred Knight","989.7142857142857",7
"Jazz Arrange Version: Octopath Traveler","989.7142857142857",7
"Harry Potter and the Chamber of Secrets","989.65",20
"Mega Buster: An Ode to the Blue Bomber","989.6153846153846",13
"Persona","989.6153846153846",13
"Man Of The Year","989.6153846153846",13
"Lupin the Third: Lupin Is Dead, Zenigata Is in Love","989.5",6
"Baroque","989.5",6
"Kukeiha Club","989.5",6
"Trey Frey II","989.5",6
"Pretty Eight Machine","989.5",6
"Vampire: Master of Darkness","989.5",6
"Rocklove 2: Rockman x Clubmix","989.5",6
"X3: Reunion","989.5",12
"Vegavox 2","989.5",6
"The Last Ninja 3","989.5",6
"Hurry! A Final Fantasy X Impossible ReMix Album","989.5",6
"Windjammers","989.5",6
"Tecmo World Wrestling","989.5",6
"Ratchet & Clank: Up Your Arsenal","989.4117647058823",17
"Magna Carta II","989.3636363636364",11
"The Last Ninja","989.2",5
"Mega Man Battle Network 4","989.2",10
"Shining Force Gaiden","989.2",5
"Otto's Ottifanten: Baby Bruno's Nightmare","989.2",5
"Hanjuku Hero 4","989.2",10
"Game Genie","989.2",5
"Bonk's Adventure","989.2",5
"Final Fantasy XI Chips","989.2",5
"Perfect World International","989.2",10
"Danse Macabre 6","989.2",5
"Gamer Symphony Orchestra Fall 2010","989.2",5
"Hiveswap Act 1","989.2",5
"King's Quest VI: Heir Today, Gone Tomorrow","989.2",5
"Hydorah Arranged Tracks","989.2",5
"Robin Hood: Prince of Thieves","989.2",5
"BloodRayne: Betrayal","989.0714285714286",14
"Universe At War","989.0714285714286",14
"The String Arcade","989.0714285714286",14
"Radiant Historia","989",9
"Adventures in Pixels","989",9
"The Big Blue LP","989",9
"Skyborn","989",9
"Shining Force Neo","989",9
"Live at Grillby's","989",9
"Bloodstained: Curse of the Moon","989",9
"Music System I","989",9
"Valkyria Chronicles","988.9230769230769",13
"Child of Light","988.9230769230769",13
"Ys","988.8823529411765",17
"Bad Dudes","988.75",4
"Lucky Luke","988.75",12
"Command & Conquer: Tiberian Sun","988.75",8
"Radiata Stories","988.75",12
"Shin Megami Tensei","988.75",4
"Shuttle Remix","988.75",8
"spaceDRIFT","988.75",8
"SanctuaryRPG","988.75",8
"Soul Edge","988.75",8
"Twinbee Yahho!","988.75",8
"Wario Land: Super Mario Land 3","988.75",4
"Valis: The Fantasm Soldier","988.75",8
"Shining Hearts","988.75",12
"Shuttle Scuttle","988.75",12
"Marathon","988.75",4
"8-Bit Democracy","988.75",8
"Transport Tycoon","988.75",16
"Space Rangers 2","988.75",8
"Kingdom Hearts Destiny","988.75",12
"Resident Evil Code: Veronica","988.75",4
"Target Renegade","988.75",4
"Godzilla","988.75",8
"Square Enix Jazz - SaGa","988.75",12
"Lego Racers","988.75",4
"Castlevania: Lords of Shadow","988.75",4
"Heroes of Might and Magic V","988.75",4
"Sigma Harmonics","988.75",8
"Mario's Super Picross","988.75",4
"Final Fight 3","988.75",4
"Touhou Hisoutensoku: Choudokyū Ginyoru no Nazo wo Oe","988.75",4
"Megaman Remix Album","988.75",8
"Legaia 2: Duel Saga","988.5454545454545",11
"Sengoku Basara 2 Heroes","988.5454545454545",11
"Kaleidoscope","988.4285714285714",7
"E.V.O.: Search for Eden","988.4285714285714",7
"Tales of Series Piano Arrange Tracks","988.4285714285714",7
"LISTENCORE Vol. I","988.4285714285714",7
"Legend of Heroes IV","988.4285714285714",7
"Kujaku Ou 2","988.4285714285714",7
"of Atoms and Stardust","988.4285714285714",7
"The Jackbox Party Pack 8","988.4285714285714",7
"Rock'n Twinbee","988.4285714285714",7
"Digital Devil Saga","988.3",10
"Atelier Iris ETERNAL MANA 2 Arranged Tracks RED LUCIFER RISING","988.3",10
"MADE in Saitama","988.3",10
"Bionic Commando","988.2307692307693",13
"Tekken 2","988.2307692307693",13
"Brandish: The Dark Revenant","988.2307692307693",13
"The Dark Spire","988.1578947368421",19
"Futebol Arte: World Cup Tribute EP","988",6
"Dragon's Dogma","988",6
"Amiga meets Piano Vol. 1","988",12
"Fantasy Zone II","988",3
"2A03 PURITANS","988",9
"Reaching The Surface","988",9
"Musashiden II: Blademaster","988",9
"Phantasy Star Online Episode III: C.A.R.D. Revolution","988",9
"Shūten","988",6
"Gravity Rush 2","988",6
"Mega Turrican","988",6
"Intelligent Qube","988",6
"PewDiePie: Legend of the Brofist","988",6
"Psycho Fox","988",3
"Metal Storm","988",3
"The Midnight Chiptunes","988",6
"The Elder Scrolls IV: Oblivion","988",3
"Hitman: Blood Money","988",3
"8-bit lagerfeuer","988",3
"Starship Hector","988",3
"Suikoden Music Collection ~ Hiroyuki Namba","988",9
"Command & Conquer","988",3
"Dragon Quest VIII Symphonic","988",6
"Rayman Origins","988",6
"Record of Lodoss War Arrange","988",3
"Freelancer","988",3
"Arkanoid","988",3
"Final Fantasy X Piano Collections","988",3
"Chiptunes From Russia","988",3
"Broken Age","988",6
"Hitman: Codename 47","988",3
"Paper Mario","987.8235294117648",17
"2064: Read Only Memories","987.7272727272727",11
"Phantom Brave Arrange","987.7272727272727",11
"Rainbow Parade","987.7272727272727",11
"River City Rumble","987.625",8
"MOTHER +LOVE 2","987.625",8
"Blue Reflection","987.625",8
"Famicom Wars","987.625",8
"Dragon Quest V Symphonic","987.625",8
"OutRun","987.5384615384615",13
"Sounds of the 2a03 Extended","987.4",10
"Dirge of Cerberus: Final Fantasy VII","987.4",5
"MONSTER HUNTER THE JAZZ","987.4",10
"Halo: Reach","987.4",5
"Superforce","987.4",5
"Wonder Momo","987.4",5
"Sayonara Umihara Kawase","987.4",5
"Earthbound (Cory Johnson)","987.4",5
"Sword & Sworcery LP - The Ballad of the Space Babies","987.4",5
"Alchemy of Sounds ~Atelier Arranged Tracks~","987.4",10
"Katamari Dance With Me","987.4",5
"Cadillacs and Dinosaurs","987.25",12
"The Hybrid Front","987.25",12
"Kururin Squash!","987.25",12
"Esther's Dreams","987.1923076923077",26
"Threads of Fate","987.1428571428571",14
"In Flux","987.1428571428571",7
"FZ: Side F","987.1428571428571",7
"Paper Mario: Color Splash","987.1428571428571",14
"We Are Error","987.1428571428571",14
"Hit and Run","987.1428571428571",7
"Split/Second","987.1428571428571",7
"Porter","987.1428571428571",7
"Miitopia","987.1428571428571",7
"Boogey Boy","987.1428571428571",7
"Disgaea 3: Absence of Justice Arrange","987.1428571428571",7
"Night in the Woods","987.1428571428571",7
"Sam & Max Hit the Road","987.1428571428571",7
"Daniel Brown's Castlevania","987.1428571428571",7
"Riviera: The Promised Land (PSP)","987.1428571428571",7
"Chaos Rings II","987",9
"Bayonetta 2","987",9
"Valkyria Chronicles 2","987",9
"Socket","986.9090909090909",11
"The 3rd Birthday","986.9090909090909",11
"Prime (Balloonbear)","986.5",4
"Lagrange Point","986.5",16
"Dodge Club Party","986.5",2
"The Binding of Isaac: Rebirth","986.5",6
"Jazz Jackrabbit 2","986.5",8
"Donkey Kong 64","986.5",10
"The Great Giana Sisters","986.5",8
"Lunar: The Silver Star","986.5",2
"Snailiad","986.5",4
"Bugs Bunny: Crazy Castle 3","986.5",6
"Amiga meets Piano Vol. 2","986.5",10
"Mega Man Battle Network 5 (DS)","986.5",6
"Sonus Antiquitatum","986.5",4
"Roundabout","986.5",4
"Myst V: End of Ages","986.5",2
"Conker's Bad Fur Day","986.5",8
"From Which Was Wrought...","986.5",2
"Stormlord","986.5",4
"Mankinds Arrogance","986.5",8
"Ruler ~The Light in the Sky is Saturn~","986.5",4
"Valkyrie Profile 2 -Silmeria- Arrange Album","986.5",6
"Tobal 2","986.5",8
"Khimera: Puzzle Island","986.5",6
"DS Bimoji Training","986.5",4
"Spyro the Dragon","986.5",8
"NYPWPX: endgame","986.5",4
"Wizorb","986.5",2
"F-1 Spirit 3D","986.5",4
"Ace Combat 2","986.5",14
"Sailor Moon R","986.5",6
"Sakura Taisen GB - Geki! Hanagumi Nyuutai!","986.5",12
"Super Galaxy Squadron","986.5",4
"Runabout 2","986.5",6
"Streets of Rage (Game Gear)","986.5",4
"KUNAI","986.5",6
"Sakuna: Of Rice and Ruin Musical Arrangements -Play-","986.5",14
"Connectank","986.5",4
"Evil Zone","986.5",8
"Guilty Gear X - Rocking in Hell","986.5",6
"Pac-Man World 2","986.5",4
"Hybris","986.5",2
"The Flash","986.5",4
"Tales of Xillia","986.5",10
"Final Fantasy XV: Moonlit Melodies Piano Collections","986.5",10
"Joystuck","986.5",6
"Network Adventure Bugsite","986.5",2
"Blackout","986.5",2
